order_id,customer_id,order_status,shipping_address,shipping_city,shipping_country,order_date,shipped_date,delivered_date
503,60,confirmed,6937 Gonzalez Spring Apt. 517,Lake Meredithview,Brunei Darussalam,2024-09-04,,
504,4,delivered,876 Chung Camp Suite 536,Port Brittany,Turkey,2025-10-05,2025-10-10,2025-10-14
505,194,shipped,26329 Owen Mountain,Thomasside,Iceland,2025-11-22,2025-11-25,
506,213,delivered,34850 Levy Neck Apt. 186,Stefanieberg,Libyan Arab Jamahiriya,2024-12-31,2025-01-03,2025-01-04
507,85,delivered,67084 Gonzalez Streets Suite 147,Grantshire,Kyrgyz Republic,2024-02-09,2024-02-12,2024-02-18
508,256,delivered,55510 Caroline Flat Apt. 395,Wendytown,Afghanistan,2024-03-20,2024-03-24,2024-03-27
509,264,delivered,962 Cheryl Crossing,North Matthewland,Albania,2025-12-20,2025-12-25,2025-12-26
510,500,shipped,853 Chang Courts Apt. 633,Pereztown,New Zealand,2024-11-30,2024-12-03,
511,62,returned,82725 Maurice Track,West Teresafurt,Nicaragua,2025-01-01,2025-01-04,2025-01-07
512,51,delivered,6347 Cheryl Flats Suite 207,Gonzalezborough,Bolivia,2025-09-03,2025-09-07,2025-09-09
513,144,shipped,790 Gomez Springs Suite 689,East Cindymouth,Uganda,2025-03-05,2025-03-09,
514,465,confirmed,0170 Mccoy Mall Suite 561,New Donaldburgh,Bangladesh,2024-12-21,,
515,383,delivered,6998 Maxwell Summit,Josephburgh,Djibouti,2025-12-28,2026-01-01,2026-01-07
516,2,pending,2076 Gwendolyn Keys,New Jodishire,Cocos (Keeling) Islands,2025-06-08,,
517,409,pending,131 Wade Falls,West Antonio,Vietnam,2023-01-12,,
518,368,shipped,300 Daniel Groves,East Christopher,Nicaragua,2025-09-18,2025-09-21,
519,90,shipped,392 Case Branch Suite 617,Silvaville,Oman,2025-08-26,2025-08-31,
520,495,returned,9487 Sanchez Cape Suite 869,South Amyville,Guatemala,2025-02-11,2025-02-16,2025-02-22
521,70,delivered,773 Steven Square,East Ryan,Malaysia,2025-08-10,2025-08-12,2025-08-18
522,65,pending,6594 Anthony Island,Stephaniemouth,Malawi,2025-01-14,,
523,352,delivered,23009 Shelly Streets Apt. 797,Franktown,Christmas Island,2022-11-19,2022-11-24,2022-11-27
524,496,cancelled,410 Thompson Falls,East Ericstad,Nepal,2024-08-21,,
525,215,cancelled,138 Jacob Meadow,Smithbury,Latvia,2025-12-18,,
526,385,pending,9286 Nancy Squares,Poncemouth,Greenland,2023-11-12,,
527,407,delivered,8856 Short Manors,North Mary,Holy See (Vatican City State),2025-12-14,2025-12-18,2025-12-21
528,5,delivered,822 Jill Springs Suite 649,Robinmouth,Saint Martin,2024-03-23,2024-03-25,2024-03-28
529,3,pending,332 Murphy Port,New Gailmouth,Djibouti,2025-08-05,,
530,446,delivered,89668 Horne Corner Apt. 728,Jonesborough,Zimbabwe,2024-03-20,2024-03-25,2024-04-01
531,238,delivered,02886 Tracey Glen,Davidbury,Saint Vincent and the Grenadines,2025-12-27,2025-12-29,2025-12-31
532,34,delivered,7095 Jason Streets,Johnsonberg,El Salvador,2023-05-06,2023-05-11,2023-05-17
533,223,pending,780 Heather Spurs Suite 914,North Amber,Czech Republic,2024-03-02,,
534,66,delivered,5513 Cheryl Corners Apt. 228,Davisbury,Netherlands,2025-01-05,2025-01-06,2025-01-09
535,184,delivered,2360 Kristi Hills,Lake Nicholas,Brazil,2024-08-09,2024-08-11,2024-08-16
536,250,pending,35228 Wesley Drives Apt. 070,Aliceport,El Salvador,2025-09-30,,
537,96,delivered,4522 Lisa Way Suite 873,Marieport,Seychelles,2024-10-29,2024-10-31,2024-11-03
538,250,delivered,97494 Victoria Centers,Brennanburgh,Palau,2024-12-26,2024-12-30,2025-01-03
539,328,delivered,077 Jaclyn Underpass,North Elizabeth,Bangladesh,2024-09-11,2024-09-13,2024-09-20
540,149,cancelled,9009 Kathleen Walks,New Rachel,New Zealand,2024-03-29,,
541,68,cancelled,0569 Jessica Dam Apt. 741,East Tylerside,Swaziland,2025-09-14,,
542,25,delivered,17984 Nicholas Motorway Suite 819,Reneeland,Saint Helena,2024-07-27,2024-07-31,2024-08-06
543,392,delivered,7845 Gray Ports,Port Jimmy,United Arab Emirates,2024-01-15,2024-01-18,2024-01-19
544,489,delivered,647 Jennifer Parkways Apt. 731,New Rebecca,Guinea-Bissau,2025-08-31,2025-09-04,2025-09-05
545,129,cancelled,6539 Hall Walk Apt. 983,Grahamport,Central African Republic,2024-06-03,,
546,384,cancelled,168 Willis Port Suite 865,East Timothy,Saint Martin,2023-11-23,,
547,342,pending,930 Hays Roads,West Todd,Canada,2025-12-01,,
548,148,delivered,5381 Morse Cliff Suite 340,Duncanchester,Kiribati,2025-04-04,2025-04-05,2025-04-10
549,87,cancelled,9950 Hunt Forge,Crystalhaven,Finland,2025-03-05,,
550,74,delivered,516 Medina Ville,East Kimberlymouth,Mayotte,2023-07-30,2023-08-03,2023-08-08
551,136,delivered,6632 Davis Neck,Kevinchester,Guernsey,2025-04-16,2025-04-21,2025-04-24
552,3,delivered,4578 Victoria Hollow Apt. 575,West Jason,Cameroon,2025-12-14,2025-12-17,2025-12-18
553,323,confirmed,217 Ann Parkways Suite 976,Hoffmanville,Montenegro,2024-01-11,,
554,66,pending,29265 Kristy Trail Apt. 942,Jakemouth,Tuvalu,2025-04-10,,
555,434,returned,14261 Brandon Orchard Suite 507,New Francisco,Mongolia,2024-03-08,2024-03-10,2024-03-15
556,415,delivered,47507 Anita Causeway Apt. 250,Tinafort,Tajikistan,2023-08-12,2023-08-15,2023-08-19
557,363,delivered,33264 Peck Summit Apt. 305,East Erikview,Gabon,2023-03-15,2023-03-17,2023-03-20
558,113,delivered,750 Melissa Rapids Apt. 043,Palmerview,Saint Martin,2025-11-24,2025-11-28,2025-11-30
559,482,shipped,4999 Tristan Harbors Suite 377,Beardville,Tokelau,2025-07-10,2025-07-15,
560,284,delivered,96630 Hill Landing,Colleenfort,France,2024-10-01,2024-10-04,2024-10-08
561,313,delivered,783 Gabriel Courts Suite 313,North Robertstad,Brazil,2022-03-03,2022-03-07,2022-03-10
562,382,pending,77532 Cain Key,North Jesse,Netherlands,2022-09-04,,
563,346,delivered,650 Thomas Loop Suite 600,North Robertfort,Montenegro,2024-07-11,2024-07-16,2024-07-22
564,12,delivered,61101 Christopher Ferry,South Michael,Belize,2024-03-09,2024-03-14,2024-03-15
565,497,delivered,605 Rivera Flats Apt. 925,Amyshire,Greece,2025-01-30,2025-01-31,2025-02-05
566,38,confirmed,993 Robertson Circle Apt. 072,Port Andrea,Monaco,2024-12-10,,
567,154,pending,7446 Andrea Light Suite 122,Brownbury,Tonga,2025-09-04,,
568,296,delivered,9212 Dennis Locks Apt. 181,North Donaldville,Iran,2024-12-25,2024-12-29,2025-01-04
569,299,delivered,84276 Amber Field Suite 434,Port William,Burundi,2025-01-18,2025-01-21,2025-01-28
570,77,delivered,559 Hood Underpass Apt. 627,Kimberlyborough,Tuvalu,2025-12-22,2025-12-23,2025-12-30
571,202,delivered,8008 Adam Prairie,Amandamouth,Jersey,2025-05-15,2025-05-19,2025-05-22
572,161,confirmed,07492 Shepard Curve Apt. 838,Port Steven,Svalbard & Jan Mayen Islands,2025-12-06,,
573,319,confirmed,99766 Karen Ways,Pricehaven,Jordan,2025-10-31,,
574,314,delivered,8387 Rubio Fall Apt. 369,Brownburgh,Sri Lanka,2025-06-18,2025-06-19,2025-06-24
575,199,shipped,039 Gordon Lock,South Mariamouth,British Indian Ocean Territory (Chagos Archipelago),2024-07-22,2024-07-25,
576,123,delivered,417 Mason Wells Suite 096,Jonathanport,Jersey,2024-07-19,2024-07-23,2024-07-30
577,357,delivered,7406 Joshua Burgs Apt. 446,Lake Michael,Zambia,2025-06-12,2025-06-13,2025-06-16
578,427,cancelled,62207 Patrick Keys Suite 372,East Tyler,Isle of Man,2023-12-31,,
579,264,delivered,3079 Taylor Heights Apt. 662,Warrenmouth,Cape Verde,2025-11-10,2025-11-14,2025-11-21
580,465,confirmed,15673 Young Wells,Wiseborough,Swaziland,2025-06-17,,
581,14,delivered,79489 Schultz Garden Suite 339,New Priscillamouth,Equatorial Guinea,2025-07-12,2025-07-13,2025-07-16
582,147,delivered,724 Patricia Radial Suite 488,Samanthachester,Marshall Islands,2025-07-12,2025-07-17,2025-07-18
583,369,delivered,9078 Chan Squares Suite 374,Mikeburgh,Andorra,2025-10-01,2025-10-04,2025-10-07
584,310,confirmed,34890 Gary Trail Suite 684,New Amanda,Antarctica (the territory South of 60 deg S),2024-04-11,,
585,230,delivered,5696 Kelly Plain Suite 510,North Jamie,Bosnia and Herzegovina,2025-06-10,2025-06-14,2025-06-17
586,288,cancelled,341 Martinez Terrace,Craigview,Denmark,2024-02-11,,
587,371,shipped,00128 Robertson Mall Suite 246,North Mercedes,Slovakia (Slovak Republic),2025-06-18,2025-06-19,
588,353,delivered,71353 Michael Parks Apt. 871,Christopherstad,Cote d'Ivoire,2024-08-15,2024-08-16,2024-08-17
589,391,delivered,28735 Sarah Tunnel,Nathanielfort,Central African Republic,2025-01-11,2025-01-14,2025-01-20
590,259,confirmed,746 Davis Tunnel Suite 271,Lake Kristinahaven,Ghana,2025-10-15,,
591,462,shipped,14587 Robinson Trace,Gonzalezton,Korea,2025-11-28,2025-11-30,
592,443,delivered,0951 Davis Streets,West Tammyhaven,Thailand,2022-07-24,2022-07-29,2022-08-04
593,375,delivered,89403 Brett Canyon,Smithstad,Ukraine,2024-10-29,2024-11-03,2024-11-08
594,308,returned,30558 Lee Forge,West Michelle,Nigeria,2023-07-25,2023-07-28,2023-08-04
595,463,pending,17492 Collier Parkway,Brandonton,Wallis and Futuna,2024-12-15,,
596,422,delivered,907 Stone Squares,Elizabethstad,Lao People's Democratic Republic,2024-07-05,2024-07-06,2024-07-11
597,384,delivered,088 Russell Curve Suite 404,Sotofort,Aruba,2023-06-03,2023-06-05,2023-06-11
598,60,delivered,338 Tiffany Isle Suite 196,South Paul,Tuvalu,2022-07-18,2022-07-23,2022-07-26
599,467,delivered,188 Trujillo Terrace,Tiffanyside,Kazakhstan,2024-09-02,2024-09-04,2024-09-08
600,296,delivered,604 Kimberly Camp,Johnstad,Estonia,2025-07-20,2025-07-21,2025-07-26
601,166,returned,99467 Kimberly Plaza,Lake Coreyland,Guinea,2025-11-22,2025-11-23,2025-11-26
602,338,returned,23293 Donald Drive,West Monica,Faroe Islands,2023-12-14,2023-12-15,2023-12-18
603,452,shipped,613 Mark Trace,New Antonio,Sao Tome and Principe,2025-02-06,2025-02-10,
604,102,confirmed,882 Bennett Ranch,New Tracystad,Yemen,2025-09-04,,
605,69,delivered,52606 Shaw Underpass Suite 348,Allentown,Djibouti,2025-07-09,2025-07-10,2025-07-14
606,463,delivered,90158 Potter Forest Suite 307,Coleside,Ukraine,2025-01-14,2025-01-15,2025-01-21
607,64,delivered,484 Dickson Course,North Sarah,Western Sahara,2025-01-29,2025-02-01,2025-02-02
608,4,cancelled,59277 Jackson Viaduct,Spencertown,Nepal,2024-08-19,,
609,473,delivered,860 Rice Stravenue Apt. 414,New Melissa,Indonesia,2025-11-04,2025-11-07,2025-11-08
610,18,pending,69817 Washington Heights Suite 578,North Michaelstad,Korea,2023-10-18,,
611,207,pending,6278 Keith Curve Suite 972,Wandaberg,Turks and Caicos Islands,2024-03-24,,
612,354,confirmed,91380 Freeman Drive,Lake Laura,Jamaica,2025-05-22,,
613,429,pending,4947 Denise Terrace Apt. 503,Anthonyside,Slovakia (Slovak Republic),2025-12-13,,
614,220,delivered,28655 Kyle Circle,Debbiehaven,Andorra,2025-11-14,2025-11-15,2025-11-20
615,449,delivered,99633 Bruce Crescent Apt. 778,Ryanfurt,Brunei Darussalam,2025-12-23,2025-12-26,2025-12-29
616,363,pending,73939 Matthew Curve Apt. 597,Gonzalezborough,Grenada,2025-11-10,,
617,300,shipped,4974 Campbell Shoal,Josephmouth,Seychelles,2025-07-01,2025-07-06,
618,72,delivered,56373 Lauren Canyon Suite 693,Rebeccaside,Iceland,2025-12-27,2025-12-30,2025-12-31
619,462,shipped,45941 Phillips Mountain,Jessicaborough,Niger,2025-12-08,2025-12-12,
620,77,delivered,65296 Steven Locks Suite 312,New Jonathan,Peru,2025-12-23,2025-12-24,2025-12-28
621,156,cancelled,7415 Greene Shores,New Annfurt,Samoa,2025-04-16,,
622,164,delivered,7495 Kelly Radial Suite 018,Cheyennetown,Norfolk Island,2023-02-21,2023-02-24,2023-03-02
623,396,delivered,81357 Cummings Dam Suite 267,Brittanyview,Egypt,2024-07-17,2024-07-20,2024-07-26
624,481,delivered,2594 Mills Roads,North Cynthiatown,Austria,2024-02-18,2024-02-21,2024-02-28
625,218,delivered,028 Schultz Lock,Andersonview,Sudan,2023-05-23,2023-05-28,2023-05-31
626,308,delivered,25643 Gary Ports Suite 323,Kyleland,Malta,2024-03-23,2024-03-24,2024-03-27
627,56,delivered,74686 Alison Green Suite 325,Allentown,Heard Island and McDonald Islands,2023-08-31,2023-09-01,2023-09-06
628,370,delivered,91906 Steven Shoals Apt. 070,Thomasbury,Ireland,2025-03-05,2025-03-08,2025-03-12
629,75,delivered,59257 Hernandez Mall,East Allisonport,Luxembourg,2025-06-25,2025-06-26,2025-06-29
630,273,delivered,850 Julie Mill,South Breannahaven,Syrian Arab Republic,2025-12-14,2025-12-16,2025-12-21
631,460,delivered,7132 Baldwin Pike,Englishborough,Myanmar,2025-11-08,2025-11-13,2025-11-19
632,133,delivered,6657 Hawkins Key,Port Sean,Hungary,2025-10-03,2025-10-07,2025-10-13
633,46,delivered,3684 Medina Summit Apt. 193,Port David,Croatia,2025-10-12,2025-10-14,2025-10-15
634,52,confirmed,695 Terri Brooks,Smithport,Brunei Darussalam,2024-03-24,,
635,420,delivered,062 Hill Rapids,Lake Mark,Dominican Republic,2023-10-17,2023-10-19,2023-10-26
636,373,delivered,424 King Ports Apt. 306,Christopherberg,Ethiopia,2025-12-04,2025-12-06,2025-12-13
637,203,delivered,46409 Stephanie Passage,Port Duaneland,Singapore,2025-11-29,2025-12-01,2025-12-08
638,445,confirmed,608 Lopez Overpass Apt. 787,Petersonshire,Finland,2025-11-03,,
639,290,delivered,0567 Lucero Garden Apt. 086,Woodsberg,Moldova,2024-12-28,2024-12-30,2025-01-05
640,144,confirmed,45312 Kaufman Cove Suite 804,Toddmouth,Sao Tome and Principe,2025-01-15,,
641,485,confirmed,34878 Miller Union,Brownmouth,Aruba,2025-12-18,,
642,433,cancelled,55458 Kristy Knoll Suite 974,Port Penny,Heard Island and McDonald Islands,2025-03-20,,
643,431,delivered,17707 Williams Extension Suite 322,New Michellechester,Jersey,2025-09-02,2025-09-06,2025-09-08
644,258,delivered,7712 Durham Hollow,Lake Jessica,Kenya,2025-03-02,2025-03-03,2025-03-04
645,389,confirmed,644 Tara Corner,Cortezberg,Ecuador,2025-02-06,,
646,184,shipped,22800 Gloria Square,Kellyton,Romania,2024-09-22,2024-09-23,
647,283,delivered,362 Linda Drive Suite 191,South Jimmyburgh,Burkina Faso,2025-01-15,2025-01-18,2025-01-25
648,211,returned,54020 Ortiz Glen Suite 107,New James,Honduras,2024-09-29,2024-10-02,2024-10-07
649,61,delivered,593 Kristine Pass Apt. 614,Castroville,Macao,2025-10-27,2025-10-28,2025-10-30
650,137,returned,91591 Wright Mountain,South Richardberg,Egypt,2025-10-30,2025-11-01,2025-11-08
651,463,delivered,8640 Gonzalez Cove Suite 281,Kellyshire,Jamaica,2025-08-14,2025-08-18,2025-08-23
652,389,cancelled,551 Michael Union,West Matthewview,Pakistan,2025-08-28,,
653,421,delivered,64982 Webb Shoals,Schroedermouth,Serbia,2024-12-21,2024-12-22,2024-12-28
654,87,delivered,82982 Veronica Creek,Jonesstad,Latvia,2025-01-30,2025-02-04,2025-02-05
655,355,shipped,50859 Francisco Islands Apt. 044,New Cody,Italy,2024-03-11,2024-03-13,
656,224,cancelled,348 Tamara Vista,Wigginstown,Turks and Caicos Islands,2025-10-24,,
657,188,shipped,5579 Cox Mountains Suite 774,Wagnerstad,Japan,2025-12-25,2025-12-30,
658,96,shipped,394 Kelly Avenue,North Brentmouth,Gambia,2024-08-22,2024-08-26,
659,264,delivered,23865 Robles Brook,Wardside,Cocos (Keeling) Islands,2025-07-20,2025-07-25,2025-07-30
660,69,confirmed,257 Flores Rest,Lake Timothy,Cocos (Keeling) Islands,2025-10-04,,
661,319,confirmed,5409 Brown Square,East Nicholas,Papua New Guinea,2025-12-22,,
662,458,returned,16560 Rodgers Ford,Port John,Austria,2025-06-07,2025-06-10,2025-06-17
663,268,delivered,021 Kathryn Alley,Floreston,Haiti,2025-06-26,2025-06-29,2025-07-05
664,66,cancelled,848 Jensen Lodge Apt. 254,Stephenborough,Kiribati,2025-12-01,,
665,122,confirmed,77802 James Cove,West Markshire,Liberia,2025-12-02,,
666,292,delivered,86928 Walter Lake,Port Courtney,Ethiopia,2025-12-06,2025-12-11,2025-12-17
667,136,delivered,8546 Ashley Shoals,Lake Deannamouth,Australia,2025-09-12,2025-09-17,2025-09-23
668,350,delivered,7534 Johnson Alley,Davidton,Christmas Island,2024-08-13,2024-08-18,2024-08-25
669,230,delivered,38381 Haney Crossroad Suite 862,Millerborough,Bolivia,2025-08-01,2025-08-03,2025-08-09
670,402,delivered,11234 Andrews Squares Suite 675,West Phillipside,Madagascar,2025-12-24,2025-12-27,2025-12-30
671,397,pending,038 Solis Hollow Suite 288,Loganport,Falkland Islands (Malvinas),2025-01-23,,
672,2,shipped,7628 Maria Stream,Carolynview,Chad,2025-04-14,2025-04-19,
673,136,delivered,6443 Stark Spring Apt. 247,Port Leslie,Angola,2025-10-20,2025-10-24,2025-10-30
674,89,delivered,383 Huff Cove Suite 397,Port Nicholas,Gibraltar,2025-05-25,2025-05-28,2025-05-29
675,51,delivered,528 Walker Branch Apt. 682,West Alexis,Belarus,2025-12-06,2025-12-08,2025-12-13
676,432,pending,984 Robinson Vista,West Maurice,Austria,2025-10-06,,
677,370,shipped,9582 Justin Bridge Apt. 159,Ryanstad,Japan,2025-12-03,2025-12-05,
678,297,confirmed,4565 Deborah Estate,South Angelachester,Jersey,2023-02-13,,
679,123,delivered,92501 Curtis Cove Suite 708,Emilyview,Turks and Caicos Islands,2024-12-04,2024-12-08,2024-12-11
680,237,confirmed,01931 Hahn Estate,Bryanborough,Mayotte,2025-11-01,,
681,128,confirmed,584 Randall Lakes,West Sandraside,Central African Republic,2025-09-24,,
682,330,cancelled,0940 Michael Stravenue,Lake Matthew,France,2024-10-20,,
683,240,delivered,3881 Armstrong Isle Suite 439,Matthewmouth,Burkina Faso,2025-11-20,2025-11-21,2025-11-24
684,123,pending,2154 Nathan Trace,West Joshuashire,Cape Verde,2024-12-22,,
685,295,delivered,932 Ryan Forge,Port Kimberly,Dominican Republic,2025-08-13,2025-08-14,2025-08-15
686,1,delivered,8945 Lisa Shore Suite 971,Lauraberg,Palestinian Territory,2025-06-04,2025-06-08,2025-06-11
687,232,pending,46051 Parker Haven Suite 417,Duanemouth,Cape Verde,2023-12-18,,
688,283,returned,17971 Dunn Loop,Valenciachester,Lithuania,2025-01-06,2025-01-09,2025-01-13
689,223,confirmed,37438 Simpson Mount,Port Amanda,Tokelau,2024-02-28,,
690,8,returned,3467 Michael Rue,South Emilyfurt,Cocos (Keeling) Islands,2024-02-23,2024-02-26,2024-02-27
691,223,delivered,189 Carter River,South Cody,Taiwan,2024-10-31,2024-11-02,2024-11-07
692,274,pending,5717 Ellis Lock Suite 450,West Rebeccashire,Marshall Islands,2025-11-04,,
693,164,cancelled,489 Angela Extension,Rothmouth,Sweden,2024-01-26,,
694,244,delivered,39130 Ferguson Lights Apt. 424,Port Karentown,Georgia,2025-05-22,2025-05-27,2025-05-29
695,316,shipped,95500 Rodriguez Trafficway,Jenniferfort,Nicaragua,2025-11-27,2025-11-28,
696,491,shipped,9027 Lynn Oval,South Sean,Russian Federation,2025-05-02,2025-05-04,
697,448,delivered,5758 Lisa Radial,West Matthewbury,Cambodia,2025-09-26,2025-09-27,2025-10-02
698,260,returned,83694 Sierra Path Apt. 319,Fischerside,Norway,2025-02-19,2025-02-20,2025-02-26
699,295,delivered,51970 Hannah Grove,Scottshire,Puerto Rico,2024-11-23,2024-11-28,2024-12-05
700,331,delivered,9417 Jacobson Dam,Howellmouth,Cameroon,2025-12-20,2025-12-22,2025-12-26
701,447,delivered,35138 Thompson Station,New Brianna,Senegal,2025-04-17,2025-04-21,2025-04-26
702,219,delivered,81741 Cameron Harbors Apt. 715,Lake Carly,Antigua and Barbuda,2024-03-27,2024-03-29,2024-03-30
703,285,confirmed,7202 William Hills Apt. 565,Orrland,Thailand,2025-11-12,,
704,43,delivered,393 Tina Roads,Annamouth,Saint Barthelemy,2025-10-11,2025-10-16,2025-10-19
705,241,shipped,310 Dawn Point Suite 975,Lake Victorialand,Turks and Caicos Islands,2024-01-18,2024-01-23,
706,180,delivered,98691 Edwin Highway,Chaseborough,Libyan Arab Jamahiriya,2025-05-05,2025-05-06,2025-05-12
707,7,delivered,1319 Hudson Fort Suite 387,New Debra,Cote d'Ivoire,2025-05-22,2025-05-27,2025-05-29
708,254,shipped,842 Martinez Port,Simmonsberg,Uganda,2024-08-16,2024-08-18,
709,353,delivered,690 Vazquez Corners Apt. 429,Kellyhaven,Tonga,2025-01-13,2025-01-14,2025-01-20
710,60,delivered,127 Lynn Corner,Kaylabury,Micronesia,2023-09-13,2023-09-14,2023-09-16
711,4,confirmed,488 Thompson Island,Daniellehaven,Peru,2024-12-05,,
712,78,delivered,52758 Thomas Cliffs,Roystad,Liechtenstein,2025-01-22,2025-01-25,2025-02-01
713,83,pending,31621 Michael Street Apt. 218,Johnsonside,Spain,2025-12-28,,
714,285,delivered,135 Chapman Crossroad Suite 915,Mayerview,Gabon,2025-07-15,2025-07-19,2025-07-24
715,44,confirmed,9900 Jones Locks,Walshmouth,Svalbard & Jan Mayen Islands,2025-12-28,,
716,388,delivered,578 Mccarthy Ports Apt. 694,Hernandezside,Nigeria,2025-04-25,2025-04-28,2025-04-30
717,179,delivered,2489 Lauren Island Suite 423,Reidfort,Moldova,2024-07-01,2024-07-06,2024-07-13
718,260,delivered,7231 Stephen Falls Apt. 288,Toddhaven,Rwanda,2025-10-03,2025-10-04,2025-10-11
719,155,cancelled,74849 Michelle Neck Apt. 396,Port Michaelfort,Portugal,2025-08-10,,
720,336,delivered,85266 Joseph Knoll Apt. 522,South Madison,Peru,2023-12-25,2023-12-28,2024-01-02
721,203,delivered,907 Warner Union Suite 575,Rileychester,Iceland,2025-11-07,2025-11-10,2025-11-15
722,174,delivered,9241 Hector Plains Apt. 465,Saundersbury,Guam,2024-04-22,2024-04-27,2024-05-01
723,104,delivered,342 Gregory Walk Suite 079,East Willie,Iceland,2024-10-20,2024-10-21,2024-10-23
724,45,delivered,2459 Kelly Causeway Apt. 118,South Donald,Israel,2025-11-12,2025-11-17,2025-11-23
725,485,confirmed,60822 Stone Tunnel Apt. 722,North Gina,Azerbaijan,2025-08-26,,
726,466,delivered,04639 James Neck,New Meganmouth,Poland,2023-10-14,2023-10-16,2023-10-23
727,145,confirmed,50537 Isabella Summit Suite 749,Robertburgh,Pakistan,2023-12-18,,
728,442,delivered,97002 Laura Islands,West Robert,North Macedonia,2024-04-14,2024-04-16,2024-04-19
729,212,shipped,04795 Erica Wall Apt. 296,East Rachelstad,United Arab Emirates,2022-12-11,2022-12-14,
730,20,delivered,05906 Gray Land,East Brittany,Eritrea,2025-12-06,2025-12-10,2025-12-17
731,141,confirmed,626 Franklin Station Apt. 060,Jennifermouth,Tanzania,2024-10-05,,
732,350,pending,6731 Price Mews,Shieldston,Thailand,2024-09-15,,
733,390,pending,32885 Torres Bypass Suite 822,New David,Bosnia and Herzegovina,2025-02-09,,
734,399,delivered,3267 Thomas Spring Suite 319,Johnsonside,Ireland,2024-04-24,2024-04-29,2024-05-01
735,106,delivered,90584 James Mews Apt. 826,West Gabrielafurt,Antarctica (the territory South of 60 deg S),2025-05-04,2025-05-05,2025-05-07
736,401,delivered,8701 Henderson Estate,Port Markchester,Malawi,2024-12-29,2024-12-31,2025-01-05
737,66,shipped,67249 Ferrell Orchard Suite 898,Johnsonfurt,Isle of Man,2025-10-23,2025-10-28,
738,200,returned,3100 Lawson Green Suite 098,Amyburgh,Kenya,2025-08-01,2025-08-05,2025-08-10
739,433,confirmed,34258 Marks Station Suite 636,Brandonberg,Angola,2024-11-29,,
740,162,delivered,321 Evans Fort,West Valerie,Greenland,2025-06-27,2025-06-30,2025-07-04
741,64,delivered,6991 Ross Common,West Alan,Greenland,2025-03-29,2025-04-02,2025-04-08
742,121,delivered,15721 Zimmerman Forges,Johnsonberg,United Kingdom,2023-09-15,2023-09-18,2023-09-24
743,168,delivered,25235 Garcia Cliffs Suite 510,New Jeremystad,Maldives,2025-03-16,2025-03-21,2025-03-24
744,328,delivered,6328 Allen Mountains,Gregoryborough,Latvia,2023-04-15,2023-04-20,2023-04-23
745,498,delivered,32374 Brian Ridges,West Julieside,Lithuania,2024-05-09,2024-05-11,2024-05-13
746,489,delivered,668 William Hills Apt. 544,North Jason,Lao People's Democratic Republic,2025-09-20,2025-09-24,2025-10-01
747,440,confirmed,46851 Johnson Orchard,Edwardburgh,Gambia,2023-12-03,,
748,37,shipped,7755 Eric Mews Suite 211,Andersonberg,Antarctica (the territory South of 60 deg S),2024-05-18,2024-05-19,
749,460,delivered,34128 Ryan Mountains,West Sarahhaven,Syrian Arab Republic,2025-12-05,2025-12-08,2025-12-09
750,474,returned,3388 Carter Plaza,New Dennisberg,Singapore,2024-12-27,2025-01-01,2025-01-06
751,444,returned,298 Justin Pike Apt. 894,Munozstad,Swaziland,2025-08-20,2025-08-24,2025-08-31
752,148,delivered,1204 Amanda Landing,Williamsland,Zimbabwe,2024-12-26,2024-12-30,2025-01-02
753,484,confirmed,4793 Watson Mount Apt. 541,Christineville,Guadeloupe,2023-09-23,,
754,53,delivered,42094 Leon Overpass Suite 394,Eatonside,Congo,2025-08-22,2025-08-23,2025-08-28
755,178,delivered,96929 Oconnor Ports Apt. 874,East Marcus,Sao Tome and Principe,2024-08-27,2024-08-31,2024-09-01
756,417,delivered,4105 Lynn Trail Apt. 116,West Daniel,Lao People's Democratic Republic,2022-02-28,2022-03-04,2022-03-10
757,243,cancelled,1785 Harris Crest Apt. 430,Garrettborough,Lithuania,2025-11-04,,
758,52,shipped,6252 Kimberly Expressway Apt. 157,Crossfurt,Eritrea,2025-04-07,2025-04-08,
759,243,delivered,6117 Parker Avenue,Rodriguezfort,Liechtenstein,2025-12-25,2025-12-27,2025-12-31
760,77,delivered,256 Burgess Light Apt. 026,West Lauren,Thailand,2025-12-26,2025-12-30,2026-01-04
761,43,delivered,87594 Garcia Radial,Oscarborough,Norway,2025-12-04,2025-12-05,2025-12-07
762,63,cancelled,8393 Carter Divide,New Phillipfurt,Saint Lucia,2025-03-25,,
763,18,confirmed,2246 Jacqueline Hills Suite 899,West Jonathanhaven,South Africa,2025-09-06,,
764,91,cancelled,1952 Tina Grove Suite 099,West Tanya,Tajikistan,2024-12-20,,
765,188,returned,6409 Kristen Ranch Apt. 552,East Melindahaven,Gibraltar,2025-12-14,2025-12-19,2025-12-26
766,51,delivered,203 Rubio Inlet,Jacksonshire,Georgia,2025-10-25,2025-10-29,2025-11-05
767,152,delivered,2460 Hanson Corners,Jessicatown,Brazil,2025-01-04,2025-01-08,2025-01-09
768,5,delivered,799 Martinez Club,East Amandaton,Nauru,2024-07-30,2024-08-01,2024-08-07
769,324,delivered,67320 Gary Villages Suite 878,North Ronaldview,Guinea,2024-05-01,2024-05-04,2024-05-09
